geoid,lat,long,class
,41.94779237360123,-87.68383517981742,class_tri
,41.70612706247851,-87.59825466721087,class_tri
,41.70612706247851,-87.59825466721087,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.69063701237842,-87.57005674804512,class_tri
,41.66013746994187,-87.60284873294681,class_tri
,41.66053490476759,-87.54657542639667,class_tri
,41.796185611808966,-87.76423968103695,class_tri
,41.810879571562666,-87.7263628391597,class_tri
,41.81736679935858,-87.69886064412809,class_tri
,41.836150660976514,-87.64878824824524,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.809018523203044,-87.65916684500394,class_tri
,41.77958149035263,-87.7685110312481,class_tri
,41.76977903154135,-87.72692933445079,class_tri
,41.77184915902873,-87.69566636418595,class_tri
,41.77593028944098,-87.66659636148363,class_tri
,41.763247073626026,-87.61613416907454,class_tri
,41.74420543691773,-87.65630678738879,class_tri
